*NODE START
0,0,
0.25,0,
0.5,0,
0.75,0,
1,0,
1.25,0,
1.5,0,
1.75,0,
2,0,
2.25,0,
2.5,0,
2.75,0,
3,0,
3.25,0,
3.5,0,
3.75,0,
4,0,
4.25,0,
4.5,0,
4.75,0,
5,0,
0,0.25,
0.25,0.25,
0.5,0.25,
0.75,0.25,
1,0.25,
1.25,0.25,
1.5,0.25,
1.75,0.25,
2,0.25,
2.25,0.25,
2.5,0.25,
2.75,0.25,
3,0.25,
3.25,0.25,
3.5,0.25,
3.75,0.25,
4,0.25,
4.25,0.25,
4.5,0.25,
4.75,0.25,
5,0.25,
0,0.5,
0.25,0.5,
0.5,0.5,
0.75,0.5,
1,0.5,
1.25,0.5,
1.5,0.5,
1.75,0.5,
2,0.5,
2.25,0.5,
2.5,0.5,
2.75,0.5,
3,0.5,
3.25,0.5,
3.5,0.5,
3.75,0.5,
4,0.5,
4.25,0.5,
4.5,0.5,
4.75,0.5,
5,0.5,
0,0.75,
0.25,0.75,
0.5,0.75,
0.75,0.75,
1,0.75,
1.25,0.75,
1.5,0.75,
1.75,0.75,
2,0.75,
2.25,0.75,
2.5,0.75,
2.75,0.75,
3,0.75,
3.25,0.75,
3.5,0.75,
3.75,0.75,
4,0.75,
4.25,0.75,
4.5,0.75,
4.75,0.75,
5,0.75,
0,1,
0.25,1,
0.5,1,
0.75,1,
1,1,
1.25,1,
1.5,1,
1.75,1,
2,1,
2.25,1,
2.5,1,
2.75,1,
3,1,
3.25,1,
3.5,1,
3.75,1,
4,1,
4.25,1,
4.5,1,
4.75,1,
5,1,
0,1.25,
0.25,1.25,
0.5,1.25,
0.75,1.25,
1,1.25,
1.25,1.25,
1.5,1.25,
1.75,1.25,
2,1.25,
2.25,1.25,
2.5,1.25,
2.75,1.25,
3,1.25,
3.25,1.25,
3.5,1.25,
3.75,1.25,
4,1.25,
4.25,1.25,
4.5,1.25,
4.75,1.25,
5,1.25,
0,1.5,
0.25,1.5,
0.5,1.5,
0.75,1.5,
1,1.5,
1.25,1.5,
1.5,1.5,
1.75,1.5,
2,1.5,
2.25,1.5,
2.5,1.5,
2.75,1.5,
3,1.5,
3.25,1.5,
3.5,1.5,
3.75,1.5,
4,1.5,
4.25,1.5,
4.5,1.5,
4.75,1.5,
5,1.5,
0,1.75,
0.25,1.75,
0.5,1.75,
0.75,1.75,
1,1.75,
1.25,1.75,
1.5,1.75,
1.75,1.75,
2,1.75,
2.25,1.75,
2.5,1.75,
2.75,1.75,
3,1.75,
3.25,1.75,
3.5,1.75,
3.75,1.75,
4,1.75,
4.25,1.75,
4.5,1.75,
4.75,1.75,
5,1.75,
0,2,
0.25,2,
0.5,2,
0.75,2,
1,2,
1.25,2,
1.5,2,
1.75,2,
2,2,
2.25,2,
2.5,2,
2.75,2,
3,2,
3.25,2,
3.5,2,
3.75,2,
4,2,
4.25,2,
4.5,2,
4.75,2,
5,2,
0,2.25,
0.25,2.25,
0.5,2.25,
0.75,2.25,
1,2.25,
1.25,2.25,
1.5,2.25,
1.75,2.25,
2,2.25,
2.25,2.25,
2.5,2.25,
2.75,2.25,
3,2.25,
3.25,2.25,
3.5,2.25,
3.75,2.25,
4,2.25,
4.25,2.25,
4.5,2.25,
4.75,2.25,
5,2.25,
0,2.5,
0.25,2.5,
0.5,2.5,
0.75,2.5,
1,2.5,
1.25,2.5,
1.5,2.5,
1.75,2.5,
2,2.5,
2.25,2.5,
2.5,2.5,
2.75,2.5,
3,2.5,
3.25,2.5,
3.5,2.5,
3.75,2.5,
4,2.5,
4.25,2.5,
4.5,2.5,
4.75,2.5,
5,2.5,
0,2.75,
0.25,2.75,
0.5,2.75,
0.75,2.75,
1,2.75,
1.25,2.75,
1.5,2.75,
1.75,2.75,
2,2.75,
2.25,2.75,
2.5,2.75,
2.75,2.75,
3,2.75,
3.25,2.75,
3.5,2.75,
3.75,2.75,
4,2.75,
4.25,2.75,
4.5,2.75,
4.75,2.75,
5,2.75,
0,3,
0.25,3,
0.5,3,
0.75,3,
1,3,
1.25,3,
1.5,3,
1.75,3,
2,3,
2.25,3,
2.5,3,
2.75,3,
3,3,
3.25,3,
